Date,open_MSFT,high_MSFT,low_MSFT,close_MSFT,volume_MSFT,dividends_MSFT,stock_splits_MSFT,open_GOOG,high_GOOG,low_GOOG,close_GOOG,volume_GOOG,dividends_GOOG,stock_splits_GOOG,open_NVDA,high_NVDA,low_NVDA,close_NVDA,volume_NVDA,dividends_NVDA,stock_splits_NVDA
2023-10-30,330.9260284377432,336.921037638267,329.3577828102495,334.7969665527344,22828100,0.0,0.0,124.15509205794093,126.23997585087456,123.5765111383035,125.44193267822266,24165600,0.0,0.0,41.07457301285044,41.75336465654252,40.468753520634806,41.1485481262207,388028000,0.0,0.0
2023-10-31,336.32554146280455,336.474417890553,332.1965302220057,335.5910339355469,20265300,0.0,0.0,125.96065928458697,126.24994975329757,123.62141047939124,124.9930419921875,21123400,0.0,0.0,40.43776764653313,40.866638760177544,39.21813538545095,40.76766586303711,517969000,0.0,0.0
2023-11-01,337.25854792853954,344.8317087124147,337.1195763995562,343.49176025390625,28158800,0.0,0.0,125.03293654519528,127.42705851153583,124.61895991580519,127.25747680664062,26536600,0.0,0.0,40.8716362942493,42.36818527616646,40.85664144014309,42.31220245361328,437593000,0.0,0.0
2023-11-02,344.65303519421735,346.2311859810314,342.20143560433667,345.7250061035156,24348100,0.0,0.0,129.2426096442236,129.77131006592282,127.7961648070953,128.2650146484375,24091700,0.0,0.0,43.314892255422954,43.870723819561775,42.88102543334111,43.49283981323242,409172000,0.0,0.0
2023-11-03,347.02520380842185,351.74975071794626,344.74232101279864,350.17156982421875,23624000,0.0,0.0,128.77375037779495,130.4097320805873,128.69394453602362,130.0506134033203,19517900,0.0,0.0,44.006687511159235,45.29529533039452,43.70977644797779,44.991390228271484,424610000,0.0,0.0
2023-11-06,350.8167694917966,354.87629489266607,350.717508445105,353.8738098144531,23828300,0.0,0.0,129.90099293571308,131.23770659867176,129.61169484331526,131.1279754638672,15360400,0.0,0.0,45.27130486690653,45.92110982089065,44.88542001366202,45.73716354370117,400733000,0.0,0.0
2023-11-07,356.7224079701727,359.7596080704009,354.965605650305,357.843994140625,25833900,0.0,0.0,131.65666856811717,132.9534868471248,130.8187300695859,132.0756378173828,19223800,0.0,0.0,45.7051761950675,46.204022031449846,45.144345019568135,45.941104888916016,343165000,0.0,0.0
2023-11-08,358.9854453710504,361.15913210438504,357.8638591225914,360.494140625,26767800,0.0,0.0,132.03574363325012,133.21284555006878,131.83623663971906,132.93353271484375,15093600,0.0,0.0,46.086054173223694,46.8528242765829,45.95409413101576,46.559913635253906,346719000,0.0,0.0
2023-11-09,359.600798335479,362.07226805792885,357.67524920435096,358.0028076171875,24847300,0.0,0.0,133.0332928411375,133.63182903872408,131.1878189164187,131.3673858642578,17976500,0.0,0.0,47.452644403589034,48.215414150398175,46.73586217966192,46.9358024597168,540496000,0.0,0.0
2023-11-10,358.79681326613644,367.3426826939886,358.37995931758695,366.9158935546875,28042100,0.0,0.0,131.2077817539519,133.94107488926886,130.5493949428932,133.73158264160156,20872900,0.0,0.0,47.48563085946903,48.45733694351092,47.268697449511876,48.320377349853516,421245000,0.0,0.0
2023-11-13,365.4767164421842,365.72485391110945,363.1739934609058,363.94818115234375,19986500,0.0,0.0,133.03329397597577,133.7814566186373,132.4447430168866,133.31260681152344,16409900,0.0,0.0,48.30538477496201,49.1011454498253,48.08445094767964,48.60529327392578,384136000,0.0,0.0
2023-11-14,368.245921043617,369.17892030430426,364.61318504162097,367.51141357421875,27683900,0.0,0.0,135.3176830942919,136.903799533928,134.769042642959,135.0982208251953,22317300,0.0,0.0,49.66497458261025,49.81892733410652,49.025168760860595,49.6409797668457,416954000,0.0,0.0
2023-11-15,369.2618480370104,371.10179814180987,365.11450137215627,367.6606140136719,26860100,0.75,0.0,136.30525600462798,136.5047629963732,134.99846770407794,136.0458984375,15840900,0.0,0.0,49.919895053640154,49.9448852025227,48.1854193150838,48.87321090698242,475497000,0.0,0.0
2023-11-16,368.943632873062,374.30435001625926,368.16787378879644,374.1253356933594,27182300,0.0,0.0,136.62448657017444,138.53978119041975,135.74663749453381,138.36021423339844,17615100,0.0,0.0,48.66428180938838,49.51002667597587,48.31538831261077,49.46503829956055,339756000,0.0,0.0
2023-11-17,371.5792022635868,372.3350809432151,365.005145947623,367.83966064453125,40157000,0.0,0.0,137.48237172546337,137.66192344977435,135.14809275956696,136.60452270507812,25565300,0.0,0.0,49.50902208125401,49.70196451079499,48.992180131796964,49.2830924987793,325205000,0.0,0.0
2023-11-20,369.2022053086174,376.810617053383,368.98339992208895,375.3883972167969,52465100,0.0,0.0,135.16805312696204,138.08589052841242,135.1580831045932,137.58212280273438,19569400,0.0,0.0,49.29708474224404,50.53271094703991,49.16612384752197,50.39375305175781,414120000,0.0,0.0
2023-11-21,373.62804899357167,374.17504731314,369.1027624295918,371.04217529296875,28423100,0.0,0.0,137.60208390296387,138.62456682052058,137.36765898538727,138.28041076660156,17648100,0.0,0.0,50.110838201525695,50.501718779261395,49.207112299062715,49.92889404296875,565747000,0.0,0.0
2023-11-22,375.94535168873216,377.7256305034054,372.9318227027555,375.7961730957031,23345300,0.0,0.0,138.75924231437907,140.75434276334838,138.65948120336722,139.67698669433594,17306400,0.0,0.0,49.8369213838304,50.31977317536251,47.67557280774086,48.701263427734375,899420000,0.0,0.0
2023-11-24,375.2789554627134,375.91549121999134,373.1008874444975,375.37841796875,10176600,0.0,0.0,139.1981518155869,139.33482484228628,137.133230763241,137.8813934326172,8828600,0.0,0.0,48.45534124386597,48.906205050381146,47.730558235354884,47.76155090332031,294645000,0.0,0.0
2023-11-27,374.731962508856,378.5709967639776,374.15512852839515,376.552001953125,22179200,0.0,0.0,137.23298742011158,139.2879383832071,137.20304691061256,137.71180725097656,17886400,0.0,0.0,47.78554170721009,48.515320454669414,47.63758766093633,48.22740936279297,395662000,0.0,0.0
2023-11-28,376.29342058531836,380.9181386526685,376.1044509343525,380.6197814941406,20453100,0.0,0.0,137.29284576092854,138.32032130058545,136.7042795452325,138.28041076660156,17046900,0.0,0.0,48.22140919574145,48.30838467918033,47.45863950680778,47.80653381347656,401491000,0.0,0.0
2023-11-29,381.6740559679596,382.2110989077795,375.38840147609375,376.7907409667969,28963400,0.0,0.0,138.64451564838487,139.32783510238704,135.96110316542686,136.0658416748047,21014700,0.0,0.0,48.364368627988405,48.74725220395994,47.84552460092039,48.12543869018555,382005000,0.0,0.0
2023-11-30,376.43267242664,378.0239815470539,373.4290988462353,376.85040283203125,30554400,0.0,0.0,136.06583914205686,136.62448003162555,132.46468236543998,133.5919189453125,29913500,0.0,0.0,48.00947410987991,48.09545044959,46.40796123489167,46.755855560302734,526247000,0.0,0.0
2023-12-01,374.7121046862492,376.10448881912436,369.29171639734125,372.4743347167969,33020400,0.0,0.0,132.993408203125,133.17295994396412,131.82825500661664,132.993408203125,24258400,0.0,0.0,46.510929219997536,47.18572429165406,46.17303020320648,46.7508544921875,369317000,0.0,0.0
2023-12-04,367.0937233301231,367.51142337800945,360.92741195614553,367.1335144042969,32063300,0.0,0.0,130.9723570674429,131.12796551604953,129.0829846433262,130.3099822998047,24117100,0.0,0.0,46.063060898138836,46.063060898138836,44.996382334242625,45.49623107910156,437543000,0.0,0.0
2023-12-05,364.4581343822117,371.05207082009633,363.6326289381052,370.4951171875,23065000,0.0,0.0,130.05061810935365,133.2128504996079,129.41218657348858,132.065673828125,19235100,0.0,0.0,45.45624119100988,46.58999667056528,45.26128334916216,46.556007385253906,371718000,0.004,0.0
2023-12-06,371.50963606154306,372.14614156591165,366.02957589155807,366.7953796386719,21182100,0.0,0.0,132.57440156667582,132.9834007588551,130.9883005684076,131.10800170898438,16360600,0.0,0.0,47.20487106457995,47.37683505004304,45.402256460725575,45.49323654174805,380590000,0.0,0.0
2023-12-07,366.2284688548053,369.4309675148412,364.32884716235355,368.9336853027344,23118900,0.0,0.0,136.26536581521225,139.65703046655085,135.8962618841358,138.11082458496094,38419400,0.0,0.0,45.69019470029219,46.61899621473128,45.59421462821799,46.586002349853516,350823000,0.0,0.0
2023-12-08,367.19320389043816,372.42459221283207,366.228475168252,372.19586181640625,20144800,0.0,0.0,135.32765718884065,137.6519508681162,135.23788132835455,136.3052520751953,22990900,0.0,0.0,46.58500381330471,47.7307578364067,46.54001148527223,47.49580764770508,359224000,0.0,0.0
2023-12-11,366.47712011214793,369.58015634537594,364.11005186068087,369.2817687988281,27708800,0.0,0.0,133.4921765408636,134.45978624182763,132.56444692951126,134.37001037597656,24502900,0.0,0.0,47.48081365249079,47.52080217338948,45.82017066172023,46.61699676513672,509728000,0.0,0.0
2023-12-12,368.83422055613806,372.3848228134841,368.4463258642292,372.34503173828125,24838300,0.0,0.0,132.9435181119943,134.2103958941541,132.50459359287427,133.31260681152344,26584000,0.0,0.0,46.03612363768186,47.655775047099645,46.03612363768186,47.64677810668945,372387000,0.0,0.0
2023-12-13,373.9760776046103,375.58729735411816,368.7546147441536,372.3350524902344,30955500,0.0,0.0,134.2153882406736,134.4498131437497,132.62429447283088,133.6417999267578,25414500,0.0,0.0,47.618785132068574,48.58357829081659,47.59778972813012,48.07768630981445,447792000,0.0,0.0
2023-12-14,371.280838712993,371.72840483967144,362.1507446830086,363.9409484863281,43277500,0.0,0.0,134.4398489133133,134.7041991157102,130.73893085834814,132.87368774414062,29619100,0.0,0.0,48.37961482883413,48.659553520005595,47.41182405801373,48.339622497558594,391232000,0.0,0.0
2023-12-15,364.85595950446617,370.37577983362354,364.28905050694055,368.7148742675781,78478200,0.0,0.0,132.5943711185849,134.49969565891246,132.3050882572165,133.51211547851562,58569400,0.0,0.0,48.183659168482485,49.393398621216434,48.109673734824895,48.87950897216797,479948000,0.0,0.0
2023-12-18,367.44180201938957,370.97249323253345,366.6759680640395,370.6243896484375,21802900,0.0,0.0,133.53206840997575,138.04099950941998,133.44229254643875,136.85391235351562,25699800,0.0,0.0,49.38940080042609,50.42217626135584,49.13945444782045,50.066253662109375,412587000,0.0,0.0
2023-12-19,369.4707112441685,371.2311096191406,367.82968609003717,371.2311096191406,20603700,0.0,0.0,137.66192712420346,138.4300450375429,137.11327147181814,137.76168823242188,20661000,0.0,0.0,49.41339540176651,49.68933715972022,48.8845095749411,49.59335708618164,464444000,0.0,0.0
2023-12-20,372.96166586355804,373.98606602506203,368.51596159239654,368.60546875,26316700,0.0,0.0,139.9862126004143,142.727481473784,139.0684683006243,139.31785583496094,33507300,0.0,0.0,49.64434099503445,49.98826892965491,48.08767597763755,48.10067367553711,397894000,0.0,0.0
2023-12-21,370.5348985122851,372.37484866341606,368.02860723154686,371.50958251953125,17708000,0.0,0.0,140.42514597126916,141.682053744057,140.1288764842629,141.45262145996094,18101500,0.0,0.0,48.80052973284041,49.084469204900586,48.40861172066595,48.9794921875,300425000,0.0,0.0
2023-12-22,371.648843361054,373.1406900640303,370.6841146123947,372.5439453125,17091100,0.0,0.0,141.78181038159113,142.899061699948,141.70698194179494,142.370361328125,18494700,0.0,0.0,49.18444623569452,49.37240563077044,48.45660176770998,48.81952667236328,252507000,0.0,0.0
2023-12-26,372.96165289509315,374.8911102742062,371.46980628351275,372.6235046386719,12673100,0.0,0.0,142.62971975073597,143.59236723782163,142.15089992875957,142.47012329101562,11170100,0.0,0.0,48.95749089871057,49.589355252957965,48.949493195068754,49.26842498779297,244200000,0.0,0.0
2023-12-27,371.65877331795474,373.02132169061383,370.78355178908555,372.0367126464844,14905400,0.0,0.0,142.48010005933716,142.9689051479083,140.70545127313167,141.093505859375,17288400,0.0,0.0,49.50037655579239,49.669339007030956,49.07446547323144,49.406394958496094,233648000,0.0,0.0
2023-12-28,373.3296194550034,374.4136909666463,372.12620507627264,373.2401123046875,14327000,0.0,0.0,141.50250987787996,141.92147915875898,140.48301035036985,140.93389892578125,12192500,0.0,0.0,49.63235166596565,49.87329727937507,49.40139841527518,49.511375427246094,246587000,0.0,0.0
2023-12-29,373.956180608808,375.10987885076185,371.4498894738907,373.9959716796875,18723000,0.0,0.0,140.33535975569927,141.0885150539867,139.5572717900999,140.58474731445312,14872700,0.0,0.0,49.80231336528149,49.98627581404057,48.74054092105674,49.511375427246094,389293000,0.0,0.0
2024-01-02,371.8278333128194,373.85675319437513,364.77637533441424,368.8540954589844,25258600,0.0,0.0,139.25801966446886,140.27053254973532,137.40257560825444,139.21810913085938,20071900,0.0,0.0,49.2334346200538,49.284422366484065,47.58479013743403,48.15766525268555,411254000,0.0,0.0
2024-01-03,367.00421754136386,371.2311162250648,366.5069353432814,368.5855712890625,23083500,0.0,0.0,138.26046096267322,140.74435116784477,138.090864037325,140.01614379882812,18974300,0.0,0.0,47.47481431443769,48.173661865797236,47.30984879425898,47.55879592895508,320896000,0.0,0.0
2024-01-04,368.65517399212956,371.071958032483,365.17419883301005,365.94000244140625,20901500,0.0,0.0,139.50740671768455,140.29047208537293,137.67190271353567,137.7018280029297,18253300,0.0,0.0,47.75675197462581,48.489596450212794,47.49780866063492,47.98770523071289,306535000,0.0,0.0
2024-01-05,366.9644073117081,370.0376074932349,364.5078321673447,365.75103759765625,20987000,0.0,0.0,138.01306991194483,138.4699404743355,136.51475061129764,137.0534210205078,15433200,0.0,0.0,48.45160187703982,49.536368121203495,48.29563331032976,49.086463928222656,415039000,0.0,0.0
2024-01-08,367.292633952991,373.1605884048141,367.0042321198686,372.6533508300781,23134000,0.0,0.0,137.66192916351693,140.29546111257136,137.542228009008,140.18572998046875,17645300,0.0,0.0,49.501381364887315,52.26378922592124,49.46838749711107,52.241790771484375,642510000,0.0,0.0
2024-01-09,369.9879231585575,373.94627016317753,369.17237304189894,373.74737548828125,20830000,0.0,0.0,139.71687888895542,142.45017192277345,139.44753607235896,142.21075439453125,19579700,0.0,0.0,52.38976117331029,54.313348269497105,51.67891133059166,53.12860107421875,773100000,0.0,0.0
2024-01-10,374.32418620703794,382.0818064859509,374.2744701293323,380.68939208984375,25514200,0.0,0.0,142.17086033628146,144.17093815881498,142.11100975904571,143.44772338867188,16641900,0.0,0.0,53.604500851877646,54.5882871359325,53.47752537705495,54.338340759277344,533796000,0.0,0.0
2024-01-11,383.9018856265645,388.55644006426115,378.3124381584288,382.5393371582031,27850800,0.0,0.0,144.54004405411715,146.30071959166403,141.86660153708067,143.3180389404297,17471100,0.0,0.0,54.9872018662301,55.33412754795731,53.54851139209147,54.810237884521484,596759000,0.0,0.0
2024-01-12,383.3946161527287,386.5672789780478,382.5591857091536,386.3584289550781,21645700,0.0,0.0,143.9863883405259,144.3854175426338,143.00879343282494,143.8866424560547,13995200,0.0,0.0,54.60827660916902,54.95820378191522,54.31834174634094,54.69825744628906,352994000,0.0,0.0
2024-01-16,391.52020834386707,391.88819229961535,385.51303113026245,388.14862060546875,27202300,0.0,0.0,143.07861875564652,145.48271840550225,142.7055420412959,143.72703552246094,19198900,0.0,0.0,55.006197788685355,56.82280549131992,54.888223074335414,56.369903564453125,449580000,0.0,0.0
2024-01-17,385.8711055875195,387.98950225722587,382.718323094995,387.3529968261719,22234100,0.0,0.0,142.55990277576558,143.0586778759077,140.16577316223842,142.53994750976562,17884500,0.0,0.0,56.33490929593722,56.45888323746477,54.728255678832646,56.04097366333008,474394000,0.0,0.0
2024-01-18,389.590757608681,391.8484078099571,387.99944854071236,391.72906494140625,23392100,0.0,0.0,143.08859042550932,145.22833967661873,142.99881456861414,144.63479614257812,18876800,0.0,0.0,57.24771268644967,57.587639889021396,56.09496019476111,57.09474563598633,491650000,0.0,0.0
2024-01-19,393.60880476389866,396.50299072265625,391.3610795752693,396.50299072265625,29272000,0.0,0.0,145.94656863107727,147.67731876490748,145.44281615159872,147.6074981689453,27170900,0.0,0.0,57.97655669533209,59.48723409221383,57.21272067490119,59.47823715209961,543501000,0.0,0.0
2024-01-22,397.8456674885771,398.44241223960563,391.45062524493704,394.3547668457031,27016900,0.0,0.0,148.34569471630064,149.64749040151597,147.2184581363429,147.34814453125,21829200,0.0,0.0,60.036120572679884,60.31806158481027,59.0573304555053,59.641204833984375,452955000,0.0,0.0
2024-01-23,393.59884828463896,397.2091217935274,391.78873385208783,396.7317199707031,20525900,0.0,0.0,147.35812565505253,148.4953323428288,146.82942523485713,148.31576538085938,14113600,0.0,0.0,59.55722060964735,59.89714782466714,58.572431303757156,59.86015701293945,294654000,0.0,0.0
2024-01-24,399.35741189194886,403.42517679056124,398.2733402995586,400.3718566894531,24867000,0.0,0.0,149.92180839813506,151.19868661982403,149.4729138657781,149.98167419433594,19245000,0.0,0.0,60.29106331582743,62.835515484312644,59.92514070806356,61.34883499145508,560271000,0.0,0.0
2024-01-25,402.1222827302953,404.7976633760543,400.3420039680487,402.6692810058594,21021200,0.0,0.0,151.36827156422748,154.3808621836674,150.8495412025631,153.26361083984375,21495100,0.0,0.0,62.336619447129756,62.705543562512126,60.83694131627134,61.60377883911133,482777000,0.0,0.0
2024-01-26,402.1720162977375,403.96225049430717,400.24255886295236,401.7344055175781,17803300,0.0,0.0,152.4954941681701,153.73246189559327,152.42567356931832,153.41323852539062,19494500,0.0,0.0,60.94692227381131,61.769747589457076,60.56000806747073,61.017906188964844,390309000,0.0,0.0
2024-01-29,403.85281064052623,407.7515163738106,402.132203332571,407.492919921875,24510200,0.0,0.0,153.26362083677893,154.81979680186893,152.54538343421294,154.46067810058594,20909300,0.0,0.0,61.21886193615795,62.475592233085536,60.89393471167032,62.45159912109375,348733000,0.0,0.0
2024-01-30,410.0191136359549,410.8047976288008,404.24069712023226,406.3690490722656,33477600,0.0,0.0,153.6327037733202,154.66017928134363,152.40072864379968,152.67506408691406,26578900,0.0,0.0,62.88650479275283,63.47937605506452,62.24663891674162,62.760528564453125,410735000,0.0,0.0
2024-01-31,404.74793405343684,413.0625085146517,395.0509308101669,395.4189147949219,47871100,0.0,0.0,145.03382302623265,145.23333002202958,141.20323390986277,141.45262145996094,43908600,0.0,0.0,61.42681462860675,62.25563911890535,60.68697555602618,61.513797760009766,453795000,0.0,0.0
2024-02-01,399.645822762124,405.7822988220977,399.615987042455,401.5852355957031,30657700,0.0,0.0,143.3379922838564,144.26570667400358,141.91148756669713,142.3603973388672,25526900,0.0,0.0,62.086674270274095,63.1774436020545,61.636773873581284,63.01347732543945,369146000,0.0,0.0
2024-02-02,401.6150459193161,410.4069915289673,401.3664048205646,408.9847717285156,28245000,0.0,0.0,140.5448374724652,143.5275178465088,137.83149989602458,143.18833923339844,42116900,0.0,0.0,63.960269848917804,66.5857057455748,63.6763304002474,66.14580535888672,476578000,0.0,0.0
2024-02-05,407.67193648995806,408.9250973311322,401.7940573158409,403.4450378417969,25352300,0.0,0.0,143.6871320536524,146.31069409553436,143.55746087104163,144.574951171875,29254400,0.0,0.0,68.21036620384407,69.48209657012879,67.19058832027781,69.31713104248047,680078000,0.0,0.0
2024-02-06,403.6737833372877,405.75241918711475,400.7199260029661,403.285888671875,18382600,0.0,0.0,145.60242760325048,146.38051550794503,144.16595294184285,145.05377197265625,21517700,0.0,0.0,69.61506228720668,69.73903623959524,66.28578233734672,68.20836639404297,683111000,0.0,0.0
2024-02-07,405.2253513604076,412.048049077267,405.1855602830067,411.7994079589844,22340500,0.0,0.0,145.7620225467025,146.6398715465389,144.85426348158867,146.32064819335938,21436100,0.0,0.0,68.30433711463786,70.20493008430032,67.58548966209999,70.08395385742188,495575000,0.0,0.0
2024-02-08,411.7993678721975,413.3011697929746,410.28764094681054,411.8590393066406,21225300,0.0,0.0,146.6099416947544,147.24837315982688,146.06128608694053,146.8593292236328,18241300,0.0,0.0,70.05895858578369,70.77880528362208,69.44009576486515,69.62605285644531,414422000,0.0,0.0
2024-02-09,412.9928590098735,418.53258989376275,412.8337250667871,418.2640380859375,22032800,0.0,0.0,147.5875465681135,150.32583217170242,147.06881621082735,149.85198974609375,21877700,0.0,0.0,70.517860457786,72.16950635889243,70.19693020002543,72.11752319335938,436637000,0.0,0.0
2024-02-12,418.2739866071132,418.45300090827396,412.4955700788698,413.0028076171875,21202900,0.0,0.0,149.17365963995448,150.22109046044497,148.19606464415426,148.3656463623047,17236100,0.0,0.0,72.58442001306277,74.5949900805475,71.23471122074746,72.23249816894531,613710000,0.0,0.0
2024-02-13,402.7389159311724,407.8410362274365,401.1973532313077,404.1114196777344,27824900,0.0,0.0,145.71217592773334,147.67733596514228,144.75452096662738,146.0114288330078,18138500,0.0,0.0,70.38489234538874,73.43423318067344,69.60506096867827,72.11251831054688,602580000,0.0,0.0
2024-02-14,406.6024273726602,408.3660508109545,403.1150147467339,408.0173034667969,20401200,0.75,0.0,147.0089580251132,147.46783778307477,145.19840210080855,146.77952575683594,16651800,0.0,0.0,73.18629933977053,74.22007409691284,71.92257056867116,73.88414764404297,504917000,0.0,0.0
